title,author,year,doi,url,Inclusion/Exclusion criteria
"Computer Safety, Reliability, and Security",Alexander RomanovskyElena TroubitsynaDr. Ilir GashiErwin SchoitschFriedemann Bitsch,2019,10.1007/978-3-030-26250-1,http://link.springer.com/book/10.1007/978-3-030-26250-1,EC1
"Computer Safety, Reliability, and Security. SAFECOMP 2020 Workshops",António CasimiroFrank OrtmeierErwin SchoitschFriedemann BitschPedro Ferreira,2020,10.1007/978-3-030-55583-2,http://link.springer.com/book/10.1007/978-3-030-55583-2,EC5
"Computer Safety, Reliability, and Security. SAFECOMP 2021 Workshops",Ibrahim HabliMark SujanDr. Simos GerasimouErwin SchoitschFriedemann Bitsch,2021,10.1007/978-3-030-83906-2,http://link.springer.com/book/10.1007/978-3-030-83906-2,EC5
"Computer Safety, Reliability, and Security. SAFECOMP 2023 Workshops",Jérémie GuiochetStefano TonettaErwin SchoitschMatthieu RoyFriedemann Bitsch,2023,10.1007/978-3-031-40953-0,http://link.springer.com/book/10.1007/978-3-031-40953-0,EC5
"Computer Safety, Reliability, and Security. SAFECOMP 2024 Workshops",Andrea CeccarelliMario TrappAndrea BondavalliErwin SchoitschBarbara GallinaFriedemann Bitsch,2024,10.1007/978-3-031-68738-9,http://link.springer.com/book/10.1007/978-3-031-68738-9,EC5
Computer Science Curricula 2023,"Kumar, Amruth N. and Raj, Rajendra K. and Aly, Sherif G. and Anderson, Monica D. and Becker, Brett A. and Blumenthal, Richard L. and Eaton, Eric and Epstein, Susan L. and Goldweber, Michael and Jalote, Pankaj and Lea, Douglas and Oudshoorn, Michael and Pias, Marcelo and Reiser, Susan and Servin, Christian and Simha, Rahul and Winters, Titus and Xiang, Qiao",2024,,,EC5
Computer Science and Education. Teaching and Curriculum,Wenxing HongGeetha Kanaparan,2024,10.1007/978-981-97-0791-1,http://link.springer.com/book/10.1007/978-981-97-0791-1,EC5
Computer Science – CACIC 2021,Dr. Patricia PesadoGustavo Gil,2022,10.1007/978-3-031-05903-2,http://link.springer.com/book/10.1007/978-3-031-05903-2,EC5
Computer Science – CACIC 2023,Patricia PesadoWalter PanessiJuan Manuel Fernández,2024,10.1007/978-3-031-62245-8,http://link.springer.com/book/10.1007/978-3-031-62245-8,EC5
Computer Security – ESORICS 2022,Vijayalakshmi AtluriRoberto Di PietroChristian D. JensenWeizhi Meng,2022,10.1007/978-3-031-17146-8,http://link.springer.com/book/10.1007/978-3-031-17146-8,EC5
Computer Security. ESORICS 2022 International Workshops,Sokratis KatsikasFrédéric CuppensChristos KalloniatisJohn MylopoulosFrank PallasJörg PohleM. Angela SasseHabtamu AbieSilvio RaniseLuca VerderameEnrico CambiasoJorge Maestre VidalMarco Antonio Sotelo MongeMassimiliano AlbaneseBasel KattSandeep PirbhulalAnkur Shukla,2023,10.1007/978-3-031-25460-4,http://link.springer.com/book/10.1007/978-3-031-25460-4,EC5
Computer Security. ESORICS 2023 International Workshops,Sokratis KatsikasFrédéric CuppensNora Cuppens-BoulahiaCostas LambrinoudakisJoaquin Garcia-AlfaroGuillermo Navarro-ArribasPantaleone NespoliChristos KalloniatisJohn MylopoulosAnnie AntónStefanos Gritzalis,2024,10.1007/978-3-031-54204-6,http://link.springer.com/book/10.1007/978-3-031-54204-6,EC5
Computer Supported Education,Beno CsapóJames Uhomoibhi,2022,10.1007/978-3-031-14756-2,http://link.springer.com/book/10.1007/978-3-031-14756-2,EC5
Computer Vision – ECCV 2022,Shai AvidanGabriel BrostowMoustapha CisséGiovanni Maria FarinellaTal Hassner,2022,10.1007/978-3-031-19839-7,http://link.springer.com/book/10.1007/978-3-031-19839-7,EC5
"Computing Science, Communication and Security",Nirbhay ChaubeyDr. Sabu M. ThampiNoor Zaman Jhanjhi,2022,10.1007/978-3-031-10551-7,http://link.springer.com/book/10.1007/978-3-031-10551-7,EC1
Concept-Centric Software Development: An Experience Report,"Wilczynski, Peter and Gregoire-Wright, Taylor and Jackson, Daniel",2023,10.1145/3622758.3622894,https://doi.org/10.1145/3622758.3622894,EC1
Conceptual Modeling,Wolfgang MaassHyoil HanHasan YasarNick Multari,2025,10.1007/978-3-031-75872-0,http://link.springer.com/book/10.1007/978-3-031-75872-0,EC1
Conceptual Modeling,João Paulo A. AlmeidaJosé BorbinhaGiancarlo GuizzardiSebastian LinkJelena Zdravkovic,2023,10.1007/978-3-031-47262-6,http://link.springer.com/book/10.1007/978-3-031-47262-6,EC1
Conceptual Modeling,Jolita RalytéSharma ChakravarthyMukesh MohaniaManfred A. JeusfeldKamalakar Karlapalem,2022,10.1007/978-3-031-17995-2,http://link.springer.com/book/10.1007/978-3-031-17995-2,EC1
Conclusion and Future Research,Arnor SolbergPeter Matthews,2017,10.1007/978-3-319-46031-4_16,http://link.springer.com/chapter/10.1007/978-3-319-46031-4_16,EC6
Confessions of an AI Brain,Elena FersmanPaul PetterssonAthanasios Karapantelakis,2023,10.1007/978-3-031-25935-7,http://link.springer.com/book/10.1007/978-3-031-25935-7,EC1
Configuration information system architecture: Insights from applied action design research,Asif Qumer Gill and Eng Chew,2019,https://doi.org/10.1016/j.im.2018.09.011,https://www.sciencedirect.com/science/article/pii/S0378720617310091,EC1
Conformance assessment of Architectural Design Decisions on API endpoint designs derived from domain models,Apitchaka Singjai and Uwe Zdun,2022,https://doi.org/10.1016/j.jss.2022.111433,https://www.sciencedirect.com/science/article/pii/S0164121222001352,EC1
Constraint-Based Behavioral Consistency of Evolving Software Systems,Reiner HähnleBernhard Steffen,2018,10.1007/978-3-319-96562-8_8,http://link.springer.com/chapter/10.1007/978-3-319-96562-8_8,EC1
Content,,2017,10.1109/CIMPS.2017.8169961,,EC6
Context Driven Software Development,Arunkumar Khannur,2021,10.1007/978-3-030-65796-3_39,http://link.springer.com/chapter/10.1007/978-3-030-65796-3_39,EC5
Contextual understanding of microservice architecture: current and future directions,"Cerny, Tomas and Donahoo, Michael J. and Trnka, Michal",2018,10.1145/3183628.3183631,https://doi.org/10.1145/3183628.3183631,EC1
Continous deployment of multi-cloud systems,"Ferry, Nicolas and Chauvel, Franck and Song, Hui and Solberg, Arnor",2015,10.1145/2804371.2804377,https://doi.org/10.1145/2804371.2804377,EC1
Continuous Alignment Between Software Architecture Design and Development in CI/CD Pipelines,Davide TaibiYuanfang CaiIngo WeberMehdi MirakhorliMichael W. GodfreyJohn T. StoughPatrizio Pelliccione,2023,10.1007/978-3-031-36847-9_4,http://link.springer.com/chapter/10.1007/978-3-031-36847-9_4,EC1
Continuous Evaluation of Consistency in Software Architecture Models,Priom BiswasAndreas MorgensternPablo Oliveira AntoninoRafael CapillaElisa Yumi Nakagawa,2023,10.1007/978-3-031-42592-9_10,http://link.springer.com/chapter/10.1007/978-3-031-42592-9_10,EC1
Continuous Formal Verification of Microservice-Based Process Flows,Matteo Camilli,2020,10.1007/978-3-030-59155-7_31,http://link.springer.com/chapter/10.1007/978-3-030-59155-7_31,EC1
Continuous Integration of Performance Model,"Mazkatli, Manar and Koziolek, Anne",2018,10.1145/3185768.3186285,https://doi.org/10.1145/3185768.3186285,EC1
Continuous and Proactive Software Architecture Evaluation: An IoT Case,"Sobhy, Dalia and Minku, Leandro and Bahsoon, Rami and Kazman, Rick",2022,10.1145/3492762,https://doi.org/10.1145/3492762,EC1
Continuous validation for data analytics systems,"Staples, Mark and Zhu, Liming and Grundy, John",2016,10.1145/2889160.2889207,https://doi.org/10.1145/2889160.2889207,EC1
"Cooperative Design, Visualization, and Engineering",Yuhua Luo,2023,10.1007/978-3-031-43815-8,http://link.springer.com/book/10.1007/978-3-031-43815-8,EC1
Coordination Models and Languages,Maurice H. ter BeekMarjan Sirjani,2022,10.1007/978-3-031-08143-9,http://link.springer.com/book/10.1007/978-3-031-08143-9,EC1
Coordination Models and Languages,Ferruccio DamianiDr. Ornela Dardha,2021,10.1007/978-3-030-78142-2,http://link.springer.com/book/10.1007/978-3-030-78142-2,EC1
Coordination Models and Languages,Ilaria CastellaniFrancesco Tiezzi,2024,10.1007/978-3-031-62697-5,http://link.springer.com/book/10.1007/978-3-031-62697-5,EC1
Cost Effective Model for Using Different Cloud Services,Chintalapati Jagadesesh RajuM. Rajasekhara BabuM. NarayanaMoorthy,2020,10.1007/978-981-15-0135-7_30,http://link.springer.com/chapter/10.1007/978-981-15-0135-7_30,EC1
Creating Business Applications with Microsoft 365,Jeffrey M. Rhodes,2022,10.1007/978-1-4842-8823-8,http://link.springer.com/book/10.1007/978-1-4842-8823-8,EC1
Creating a Self-Service DevOps Platform for Black-Box Testing on Kubernetes,Tomáš GolisPavle Dakić,2024,10.1007/978-981-97-3305-7_28,http://link.springer.com/chapter/10.1007/978-981-97-3305-7_28,EC1
Creativity in Intelligent Technologies and Data Science,Prof. Alla G. KravetsMaxim ShcherbakovAssoc. Prof. Danila ParyginProf. Peter P. Groumpos,2021,10.1007/978-3-030-87034-8,http://link.springer.com/book/10.1007/978-3-030-87034-8,EC1
Crowdsourcing for Large-Scale Software Development,Wei LiWei-Tek TsaiWenjun Wu,2015,10.1007/978-3-662-47011-4_1,http://link.springer.com/chapter/10.1007/978-3-662-47011-4_1,EC1
Current Trends in Web Engineering,Sven CasteleynTommi MikkonenAlberto García SimónIn-Young KoGiuseppe Loseto,2024,10.1007/978-3-031-50385-6,http://link.springer.com/book/10.1007/978-3-031-50385-6,EC1
"Current trends in digital twin development, maintenance, and operation: an interview study",Hossain Muhammad MuctadirDavid A. Manrique NegrinRaghavendran GunasekaranLoek CleophasMark van den BrandBoudewijn R. Haverkort,2024,10.1007/s10270-024-01167-z,http://link.springer.com/article/10.1007/s10270-024-01167-z,EC1
CyberSecurity in a DevOps Environment,Andrey SadovykhDragos TruscanWissam MallouliAna Rosa CavalliCristina SeceleanuAlessandra Bagnato,2024,10.1007/978-3-031-42212-6,http://link.springer.com/book/10.1007/978-3-031-42212-6,EC1
Cybersecurity,Tugrul U DaimMarina Dabić,2023,10.1007/978-3-031-34843-3,http://link.springer.com/book/10.1007/978-3-031-34843-3,EC5
DECIDE: An Extended DevOps Framework for Multi-cloud Applications,"Alonso, Juncal and Stefanidis, Kyriakos and Orue-Echevarria, Leire and Blasi, Lorenzo and Walker, Michael and Escalante, Marisa and L\'{o}pez, Mar\'{\i}a Jos\'{e} and Dutkowski, Simon",2019,10.1145/3358505.3358522,https://doi.org/10.1145/3358505.3358522,EC1
DICE simulation: a tool for software performance assessment at the design stage,Simona BernardiAbel GómezJosé MerseguerDiego Perez-PalacinJosé I. Requeno,2022,10.1007/s10515-022-00335-z,http://link.springer.com/article/10.1007/s10515-022-00335-z,EC1
Towards Model-Driven Infrastructure Provisioning for Multiple Clouds,J. SandobalinE. InsfranS. Abrahao,2019,10.1007/978-3-030-22993-1_12,http://link.springer.com/chapter/10.1007/978-3-030-22993-1_12,IC1
DOML: A New Modelling Approach to Infrastructure-as-Code,Michele ChiariBin XiangGalia Novakova NedeltchevaElisabetta Di NittoLorenzo BlasiDebora BenedettoLaurentiu Niculut,2023,10.1007/978-3-031-34560-9_18,http://link.springer.com/chapter/10.1007/978-3-031-34560-9_18,EC7
A new metamodel approach of CI/CD applied to Internet of Things Ecosystem,"El Khalyly, Badr and Belangour, Abdessamad and Banane, Mouad and Erraissi, Allae",2020,10.1109/ICECOCS50124.2020.9314485,,IC1
DSLs and Middleware Platforms in a Model-Driven Development Approach for Secure Predictive Maintenance Systems in Smart Factories,Jobish JohnAmrita GhosalTiziana MargariaDirk Pesch,2021,10.1007/978-3-030-89159-6_10,http://link.springer.com/chapter/10.1007/978-3-030-89159-6_10,EC1
"Data Analytics and Computational Intelligence: Novel Models, Algorithms and Applications",Gilberto RiveraLaura Cruz-ReyesBernabé DorronsoroAlejandro Rosete,2023,10.1007/978-3-031-38325-0,http://link.springer.com/book/10.1007/978-3-031-38325-0,EC1
Data Analytics for Internet of Things Infrastructure,Rohit SharmaGwanggil JeonYan Zhang,2023,10.1007/978-3-031-33808-3,http://link.springer.com/book/10.1007/978-3-031-33808-3,EC1
Data Analytics in Action,Gerard SchoutenGiuseppe ArenaFrederique van LeeuwenPetra HeckJoris MulderRick AalbersRoger LeendersFlorian Böing-Messing,2023,10.1007/978-3-031-19554-9_10,http://link.springer.com/chapter/10.1007/978-3-031-19554-9_10,EC1
"Data Democratization, Governance, and Security",Anjani KumarAbhishek MishraSanjeev Kumar,2024,10.1007/979-8-8688-0029-0_6,http://link.springer.com/chapter/10.1007/979-8-8688-0029-0_6,EC1
"Data Management, Analytics and Innovation",Saptarsi GoswamiInderjit Singh BararaAmol GojeC. MohanAlfred M. Bruckstein,2023,10.1007/978-981-19-2600-6,http://link.springer.com/book/10.1007/978-981-19-2600-6,EC1
Data Mining and Big Data,Ying TanYuhui Shi,2024,10.1007/978-981-97-0844-4,http://link.springer.com/book/10.1007/978-981-97-0844-4,EC1
Data Quality Categories with a First Exploration Towards Agility,Christian PloderReinhard BernsteinerStephan SchlöglRebecca WeicheltSofia Herfert,2021,10.1007/978-3-030-81635-3_35,http://link.springer.com/chapter/10.1007/978-3-030-81635-3_35,EC1
Data Science and Computational Intelligence,Dr. K. R. VenugopalP. Deepa ShenoyProf. Dr. Rajkumar BuyyaProf. L. M. PatnaikProf. Sitharama S. Iyengar,2021,10.1007/978-3-030-91244-4,http://link.springer.com/book/10.1007/978-3-030-91244-4,EC1
Data Science and Emerging Technologies,Yap Bee WahDhiya Al-Jumeily OBEMichael W. Berry,2024,10.1007/978-981-97-0293-0,http://link.springer.com/book/10.1007/978-981-97-0293-0,EC1
Data Science and Intelligent Systems,Dr. Radek SilhavyProf. Petr SilhavyProf. Zdenka Prokopova,2021,10.1007/978-3-030-90321-3,http://link.springer.com/book/10.1007/978-3-030-90321-3,EC1
Data Science for Entrepreneurship,Werner LiebregtsWillem-Jan van den HeuvelArjan van den Born,2023,10.1007/978-3-031-19554-9,http://link.springer.com/book/10.1007/978-3-031-19554-9,EC1
Data-Centric Artificial Intelligence,Johannes JakubikMichael VössingNiklas KühlJannis WalkGerhard Satzger,2024,10.1007/s12599-024-00857-8,http://link.springer.com/article/10.1007/s12599-024-00857-8,EC1
Data-Driven Customer Engagement,Ralf Strauss,2024,10.1007/978-3-031-64295-1,http://link.springer.com/book/10.1007/978-3-031-64295-1,EC1
Data-driven and tool-supported elicitation of quality requirements in agile companies,Marc OriolSilverio Martínez-FernándezWoubshet BehutiyeCarles FarréRafał KozikPertti SeppänenAnna Maria VollmerPilar RodríguezXavier FranchSanja AaramaaAntonin AbhervéMichał ChoraśJari Partanen,2020,10.1007/s11219-020-09509-y,http://link.springer.com/article/10.1007/s11219-020-09509-y,EC1
Database Principles and Technologies – Based on Huawei GaussDB,"Huawei Technologies Co., Ltd.",2023,10.1007/978-981-19-3032-4,http://link.springer.com/book/10.1007/978-981-19-3032-4,EC1
Database and Expert Systems Applications - DEXA 2022 Workshops,Prof. Dr. Gabriele KotsisA Min TjoaIsmail KhalilDr. Bernhard MoserProf. Dr. Alfred TaudesAtif MashkoorJohannes SametingerJorge Martinez-GilFlorian SobieczkyLukas FischerRudolf RamlerMaqbool KhanGerald Czech,2022,10.1007/978-3-031-14343-4,http://link.springer.com/book/10.1007/978-3-031-14343-4,EC1
Deep variability modeling to enhance reproducibility of database performance testing,Abdelkader OuaredMoussa AmraniAbdelhafid ChadliPierre-Yves Schobbens,2024,10.1007/s10586-024-04533-0,http://link.springer.com/article/10.1007/s10586-024-04533-0,EC1
Deliver Digital Experience,Mohan Bhatia,2022,10.1007/978-981-16-6069-6_5,http://link.springer.com/chapter/10.1007/978-981-16-6069-6_5,EC1
Delivery and Automation Pipeline in Machine Learning,Heli HelskyahoJean YuKai Yu,2021,10.1007/978-1-4842-7032-5_8,http://link.springer.com/chapter/10.1007/978-1-4842-7032-5_8,EC1
Dependable Computing - EDCC 2021 Workshops,Rasmus AdlerDr. Amel BennaceurSimon BurtonAmleto Di SalleNicola NostroRasmus Løvenstein OlsenSelma SaidiPhilipp SchleissDaniel SchneiderHans-Peter Schwefel,2021,10.1007/978-3-030-86507-8,http://link.springer.com/book/10.1007/978-3-030-86507-8,EC1
Deployment Management and Topology Discovery of Microservice Applications in the Multicloud Environment,Hao WeiJoaquin Salvachua RodriguezOctavio Nieto-Taladriz Garcia,2021,10.1007/s10723-021-09539-1,http://link.springer.com/article/10.1007/s10723-021-09539-1,EC1
Deployment Specification challenges in the context of large scale systems,"Jim\'{e}nez, Miguel and Villegas, Norha M. and Tamura, Gabriel and M\""{u}ller, Hausi A.",2017,,,EC1
Deployment and Monitoring,Nicholas Cottrell,2020,10.1007/978-1-4842-5817-0_7,http://link.springer.com/chapter/10.1007/978-1-4842-5817-0_7,EC1
Deployment and Operation of Complex Software in Heterogeneous Execution Environments,Prof. Elisabetta Di NittoDr. Jesús Gorroñogoitia CruzDr. Indika KumaraDr. Dragan RadolovićDr. Kamil TokmakovDr. Zoe Vasileiou,2022,10.1007/978-3-031-04961-3,http://link.springer.com/book/10.1007/978-3-031-04961-3,EC1
Der Einsatz von No-Code-/Low-Code-Plattformen für die Beschleunigung und Unterstützung der Digitalen Transformation,Fethi Temiz,2024,10.1007/978-3-658-44084-8_8,http://link.springer.com/chapter/10.1007/978-3-658-44084-8_8,EC1
Deriving Microservice Code from Underspecified Domain Models Using DevOps-Enabled Modeling Languages and Model Transformations,"Rademacher, Florian and Sachweh, Sabine and Zündorf, Albert",2020,10.1109/SEAA51224.2020.00047,,EC1
Design and Architecture,Tengiz Tutisani,2023,10.1007/978-1-4842-9385-0_4,http://link.springer.com/chapter/10.1007/978-1-4842-9385-0_4,EC1
Design and Deploy Azure VMware Solutions,Puthiyavan Udayakumar,2022,10.1007/978-1-4842-8312-7,http://link.springer.com/book/10.1007/978-1-4842-8312-7,EC1
Design and Deploy Microsoft Azure Virtual Desktop,Puthiyavan Udayakumar,2022,10.1007/978-1-4842-7796-6,http://link.springer.com/book/10.1007/978-1-4842-7796-6,EC1
Design and Deploy Microsoft Defender for IoT,Puthiyavan UdayakumarDr. R. Anandan,2024,10.1007/979-8-8688-0239-3,http://link.springer.com/book/10.1007/979-8-8688-0239-3,EC1
Design and evaluation of a scalable smart city software platform with large-scale simulations,Arthur {de M. Del Esposte} and Eduardo F.Z. Santana and Lucas Kanashiro and Fabio M. Costa and Kelly R. Braghetto and Nelson Lago and Fabio Kon,2019,https://doi.org/10.1016/j.future.2018.10.026,https://www.sciencedirect.com/science/article/pii/S0167739X18307301,EC1
Design and implementation of a social networking platform for cloud deployment specialists,Kostas MagoutisChristos PapoulasAntonis PapaioannouFlora KarniavouraDimitrios-Georgios AkestoridisNikos ParotsidisMaria KoroziAsterios LeonidisStavroula NtoaConstantine Stephanidis,2015,10.1186/s13174-015-0033-5,http://link.springer.com/article/10.1186/s13174-015-0033-5,EC1
Design for Equality and Justice,Anna Bramwell-DicksAbigail EvansMarco WincklerHelen PetrieJosé Abdelnour-Nocera,2024,10.1007/978-3-031-61688-4,http://link.springer.com/book/10.1007/978-3-031-61688-4,EC1
Design for future: managed software evolution,Ursula GoltzRalf H. ReussnerMichael GoedickeWilhelm HasselbringLukas MärtinBirgit Vogel-Heuser,2015,10.1007/s00450-014-0273-9,http://link.springer.com/article/10.1007/s00450-014-0273-9,EC1
"Design, User Experience, and Usability: Theory and Practice",Prof. Aaron MarcusWentao Wang,2018,10.1007/978-3-319-91797-9,http://link.springer.com/book/10.1007/978-3-319-91797-9,EC1
"Design, monitoring, and testing of microservices systems: The practitioners’ perspective",Muhammad Waseem and Peng Liang and Mojtaba Shahin and Amleto {Di Salle} and Gastón Márquez,2021,https://doi.org/10.1016/j.jss.2021.111061,https://www.sciencedirect.com/science/article/pii/S0164121221001588,EC1
Designing Data Spaces,Prof. Dr. Boris OttoProf. Dr. Michael ten HompelProf. Dr. Stefan Wrobel,2022,10.1007/978-3-030-93975-5,http://link.springer.com/book/10.1007/978-3-030-93975-5,EC1
Designing HDS Under Considering of QoS Robustness and Security for Heterogeneous IBN,Andriy LuntovskyyMykola Beshley,2022,10.1007/978-3-030-92435-5_2,http://link.springer.com/chapter/10.1007/978-3-030-92435-5_2,EC1
Detector-based component model abstraction for microservice-based systems,Evangelos NtentosUwe ZdunKonstantinos PlakidasPatric GenferSebastian GeigerSebastian MeixnerWilhelm Hasselbring,2021,10.1007/s00607-021-01002-z,http://link.springer.com/article/10.1007/s00607-021-01002-z,EC1
DevOpsML: towards modeling DevOps processes and platforms,"Colantoni, Alessandro and Berardinelli, Luca and Wimmer, Manuel",2020,10.1145/3417990.3420203,https://doi.org/10.1145/3417990.3420203,IC1
DevOps,,2020,10.1007/978-3-030-10576-1_300178,http://link.springer.com/referenceworkentry/10.1007/978-3-030-10576-1_300178,EC1
DevOps Basics and Variations,Ambily K K,2020,10.1007/978-1-4842-6412-6_1,http://link.springer.com/chapter/10.1007/978-1-4842-6412-6_1,EC1
DevOps Round-Trip Engineering: Traceability from Dev to Ops and Back Again,Miguel JiménezLorena CastanedaNorha M. VillegasGabriel TamuraHausi A. MüllerJoe Wigglesworth,2019,10.1007/978-3-030-06019-0_6,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_6,EC1
DevOps and Its Philosophy: Education Matters!,Evgeny BobrovAntonio BucchiaroneAlfredo CapozuccaNicolas GuelfiManuel MazzaraAlexandr NaumchevLarisa Safina,2020,10.1007/978-3-030-31646-4_14,http://link.springer.com/chapter/10.1007/978-3-030-31646-4_14,EC1
DevOps and Quality Management in Serverless Computing: The RADON Approach,Stefano Dalla PalmaMartin GarrigaDario Di NucciDamian Andrew TamburriWillem-Jan Van Den Heuvel,2021,10.1007/978-3-030-71906-7_13,http://link.springer.com/chapter/10.1007/978-3-030-71906-7_13,EC1
DevOps for DataOps,Harvinder Atwal,2020,10.1007/978-1-4842-5104-1_7,http://link.springer.com/chapter/10.1007/978-1-4842-5104-1_7,EC1
DevOps: A Definition and Perceived Adoption Impediments,Jens SmedsKristian NybomIvan Porres,2015,10.1007/978-3-319-18612-2_14,http://link.springer.com/chapter/10.1007/978-3-319-18612-2_14,EC1
DevOps: introducing infrastructure-as-code,"Arta\v{c}, Matej and Borov\v{s}ak, Tadej and Di Nitto, Elisabetta and Guerriero, Michele and Tamburri, Damian Andrew",2017,10.1109/ICSE-C.2017.162,https://doi.org/10.1109/ICSE-C.2017.162,EC1
"Model-Driven ML-Ops for Intelligent Enterprise Applications: Vision, Approaches and Challenges",Willem-Jan van den HeuvelDamian A. Tamburri,2020,10.1007/978-3-030-52306-0_11,http://link.springer.com/chapter/10.1007/978-3-030-52306-0_11,IC2
DevOpsUse: A Community-Oriented Methodology for Societal Software Engineering,István Koren,2022,10.1007/978-3-030-83128-8_8,http://link.springer.com/chapter/10.1007/978-3-030-83128-8_8,EC1
Developer Operations and Engineering Multi-agent Systems,Timotheus KampikCleber Jorge AmaralJomi Fred Hübner,2022,10.1007/978-3-030-97457-2_10,http://link.springer.com/chapter/10.1007/978-3-030-97457-2_10,EC1
Developer discussion topics on the adoption and barriers of low code software development platforms,Md Abdullah Al AlaminGias UddinSanjay MalakarSadia AfrozTameem HaiderAnindya Iqbal,2022,10.1007/s10664-022-10244-0,http://link.springer.com/article/10.1007/s10664-022-10244-0,EC1
Developing Software in the Academic Environment,William PhillipsShruthi SubramaniAnusha GorantlaVictoria Phillips,2016,10.1007/978-3-319-32467-8_110,http://link.springer.com/chapter/10.1007/978-3-319-32467-8_110,EC1
Developing hybrid quantum-classical software: a software product line approach,"Sep\'{u}lveda, Samuel and Piattini, Mario and P\'{e}rez Del Castillo, Ricardo",2024,10.1145/3643667.3648224,https://doi.org/10.1145/3643667.3648224,EC1
Development Use Cases for Semantics-Driven Modeling Languages,"Broy, Manfred and Rumpe, Bernhard",2023,10.1145/3569927,https://doi.org/10.1145/3569927,EC1
Development methodologies for IoT-based systems: challenges and research directions,Miguel J. HornosMario Quinde,2024,10.1007/s40860-024-00229-9,http://link.springer.com/article/10.1007/s40860-024-00229-9,EC1
Development of recommendation systems for software engineering: the CROSSMINER experience,Juri Di RoccoDavide Di RuscioClaudio Di SipioPhuong T. NguyenRiccardo Rubei,2021,10.1007/s10664-021-09963-7,http://link.springer.com/article/10.1007/s10664-021-09963-7,EC1
Device-Edge-Cloud Continuum,Claudio SavaglioGiancarlo FortinoMengChu ZhouJianhua Ma,2024,10.1007/978-3-031-42194-5,http://link.springer.com/book/10.1007/978-3-031-42194-5,EC1
Digital Business and Intelligent Systems,Audronė LupeikienėJolita RalytéGintautas Dzemyda,2024,10.1007/978-3-031-63543-4,http://link.springer.com/book/10.1007/978-3-031-63543-4,EC1
Digital Enterprises,Henderik A. ProperBas van GilsKazem Haki,2023,10.1007/978-3-031-30214-5,http://link.springer.com/book/10.1007/978-3-031-30214-5,EC1
Digital Forensics and Cyber Crime,Sanjay GoelPaulo Roberto Nunes de Souza,2024,10.1007/978-3-031-56580-9,http://link.springer.com/book/10.1007/978-3-031-56580-9,EC1
Digital Interaction and Machine Intelligence,Cezary BieleJanusz KacprzykWiesław KopećJakub MożarynJan W. OwsińskiAndrzej RomanowskiMarcin Sikorski,2024,10.1007/978-3-031-66594-3,http://link.springer.com/book/10.1007/978-3-031-66594-3,EC1
Digital Marketplaces Unleashed,Prof. Dr. Claudia Linnhoff-PopienDr. Ralf SchneiderMichael Zaddach,2018,10.1007/978-3-662-49275-8,http://link.springer.com/book/10.1007/978-3-662-49275-8,EC1
"Digital Product Management in the Era of Data Economy, Artificial Intelligence, and Ecosystems",Dimitri PetrikAndrey SaltanAndreas Helferich,2025,10.1007/978-3-031-71515-0,http://link.springer.com/book/10.1007/978-3-031-71515-0,EC1
Digital Transformation,Birgit Vogel-HeuserManuel Wimmer,2023,10.1007/978-3-662-65004-2,http://link.springer.com/book/10.1007/978-3-662-65004-2,EC1
Digital Transformation,Jacek MaślankowskiBartosz MarcinkowskiPaulo Rupino da Cunha,2022,10.1007/978-3-031-23012-7,http://link.springer.com/book/10.1007/978-3-031-23012-7,EC1
Digital Transformation in Accounting and Auditing,Arif PerdanaTawei Wang,2024,10.1007/978-3-031-46209-2,http://link.springer.com/book/10.1007/978-3-031-46209-2,EC1
Digital Transformation of the Consulting Industry,Prof. Dr. Volker Nissen,2018,10.1007/978-3-319-70491-3,http://link.springer.com/book/10.1007/978-3-319-70491-3,EC1
Digital Twin Evolution for Sustainable Smart Ecosystems,"Michael, Judith and David, Istvan and Bork, Dominik",2024,10.1145/3652620.3688343,https://doi.org/10.1145/3652620.3688343,EC1
Digital Twins of Socio-Technical Ecosystems to Drive Societal Change,"Bonetti, Federico and Bucchiarone, Antonio and Michael, Judith and Cicchetti, Antonio and Marconi, Annapaola and Rumpe, Bernhard",2024,10.1145/3652620.3686248,https://doi.org/10.1145/3652620.3686248,EC1
"Digital Twins, Simulation, and the Metaverse",Michael GrievesEdward Y. Hua,2024,10.1007/978-3-031-69107-2,http://link.springer.com/book/10.1007/978-3-031-69107-2,EC1
Digitalisierung,Reimund Neugebauer,2018,10.1007/978-3-662-55890-4,http://link.springer.com/book/10.1007/978-3-662-55890-4,EC1
Digitalisierung des Bauschaffens,Fabian C. Schmid,2023,10.1007/978-3-658-39089-1,http://link.springer.com/book/10.1007/978-3-658-39089-1,EC1
Digitalization Cases,Nils UrbachMaximilian Röglinger,2019,10.1007/978-3-319-95273-4,http://link.springer.com/book/10.1007/978-3-319-95273-4,EC1
"Disambiguation and Comparison of SOA, Microservices and Self-Contained Systems","Cerny, Tomas and Donahoo, Michael J. and Pechanec, Jiri",2017,10.1145/3129676.3129682,https://doi.org/10.1145/3129676.3129682,EC1
